company,company_id,exchange,ticker,industry,company_url
,Q315287,New York Stock Exchange,QGEN,biotechnology,http://www.wikidata.org/entity/Q315287
,Q285931,New York Stock Exchange,GLAE,investment,http://www.wikidata.org/entity/Q285931
,Q325789,New York Stock Exchange,JEF,investment,http://www.wikidata.org/entity/Q325789
,Q81230,New York Stock Exchange,SI,electronics,http://www.wikidata.org/entity/Q81230
,Q680841,Nasdaq,SIAL,biotechnology,http://www.wikidata.org/entity/Q680841
,Q160229,New York Stock Exchange,TEF,telecommunications,http://www.wikidata.org/entity/Q160229
,Q624649,Nasdaq,KLAC,electronics,http://www.wikidata.org/entity/Q624649
,Q663452,New York Stock Exchange,TEL,electronics,http://www.wikidata.org/entity/Q663452
,Q465751,New York Stock Exchange,CMG,fast food,http://www.wikidata.org/entity/Q465751
,Q474621,New York Stock Exchange,APH,electronics,http://www.wikidata.org/entity/Q474621
,Q483006,New York Stock Exchange,LPL,electronics,http://www.wikidata.org/entity/Q483006
,Q502121,Nasdaq,BBRY,information technology,http://www.wikidata.org/entity/Q502121
,Q502121,New York Stock Exchange,BB,information technology,http://www.wikidata.org/entity/Q502121
,Q697311,New York Stock Exchange,MGA,automotive industry,http://www.wikidata.org/entity/Q697311
,Q225440,New York Stock Exchange,CLS,electronics,http://www.wikidata.org/entity/Q225440
,Q300120,New York Stock Exchange,AUO,electronics,http://www.wikidata.org/entity/Q300120
,Q460446,Nasdaq,DOX,communication,http://www.wikidata.org/entity/Q460446
,Q460446,New York Stock Exchange,DOX,communication,http://www.wikidata.org/entity/Q460446
,Q621592,Nasdaq,DISCK,mass media,http://www.wikidata.org/entity/Q621592
,Q175106,New York Stock Exchange,THI,fast food,http://www.wikidata.org/entity/Q175106
,Q219508,New York Stock Exchange,C,bank,http://www.wikidata.org/entity/Q219508
,Q745099,New York Stock Exchange,KYO,industrial sector,http://www.wikidata.org/entity/Q745099
,Q734338,Nasdaq,VRSN,telecommunications,http://www.wikidata.org/entity/Q734338
,Q691126,New York Stock Exchange,EDS,information technology industry,http://www.wikidata.org/entity/Q691126
,Q734779,Nasdaq,SCOR,Internet,http://www.wikidata.org/entity/Q734779
,Q583268,New York Stock Exchange,VALE,mining,http://www.wikidata.org/entity/Q583268
,Q625713,New York Stock Exchange,BHP,mining,http://www.wikidata.org/entity/Q625713
,Q691592,Nasdaq,GFS,semiconductor industry,http://www.wikidata.org/entity/Q691592
,Q694872,Nasdaq,TRMD,shipping line,http://www.wikidata.org/entity/Q694872
,Q483915,New York Stock Exchange,NKE,industrial sector,http://www.wikidata.org/entity/Q483915
,Q484117,New York Stock Exchange,WF,finance,http://www.wikidata.org/entity/Q484117
,Q813780,New York Stock Exchange,BDX,biotechnology,http://www.wikidata.org/entity/Q813780
,Q766417,Nasdaq,BUCY,mining,http://www.wikidata.org/entity/Q766417
,Q808908,New York Stock Exchange,GOLD,mining,http://www.wikidata.org/entity/Q808908
,Q612714,Nasdaq,SNRZ,health care,http://www.wikidata.org/entity/Q612714
,Q612714,New York Stock Exchange,SRZ,health care,http://www.wikidata.org/entity/Q612714
,Q650259,New York Stock Exchange,FMS,health care,http://www.wikidata.org/entity/Q650259
,Q215639,Nasdaq,OPRA,marketing,http://www.wikidata.org/entity/Q215639
,Q656165,New York Stock Exchange,HAL,petroleum,http://www.wikidata.org/entity/Q656165
,Q459477,New York Stock Exchange,FDX,logistics,http://www.wikidata.org/entity/Q459477
,Q126559,New York Stock Exchange,bap,insurance,http://www.wikidata.org/entity/Q126559
,Q151670,New York Stock Exchange,Y,insurance,http://www.wikidata.org/entity/Q151670
,Q459965,New York Stock Exchange,CAT,mechanical engineering,http://www.wikidata.org/entity/Q459965
,Q502940,New York Stock Exchange,GD,mechanical engineering,http://www.wikidata.org/entity/Q502940
,Q815327,New York Stock Exchange,BDC,electronics,http://www.wikidata.org/entity/Q815327
,Q654343,Nasdaq,SYNM,engineering,http://www.wikidata.org/entity/Q654343
,Q145168,New York Stock Exchange,DG,retail,http://www.wikidata.org/entity/Q145168
,Q153417,New York Stock Exchange,KR,retail,http://www.wikidata.org/entity/Q153417
,Q174310,New York Stock Exchange,JWN,retail,http://www.wikidata.org/entity/Q174310
,Q155026,New York Stock Exchange,UPS,logistics,http://www.wikidata.org/entity/Q155026
,Q483551,Nasdaq,WMT,retail,http://www.wikidata.org/entity/Q483551
,Q265176,Nasdaq,HQCL,engineering,http://www.wikidata.org/entity/Q265176
,Q624375,New York Stock Exchange,CVS,retail,http://www.wikidata.org/entity/Q624375
,Q668737,New York Stock Exchange,YUM,retail,http://www.wikidata.org/entity/Q668737
,Q682047,New York Stock Exchange,SVU,retail,http://www.wikidata.org/entity/Q682047
,Q265286,Nasdaq,TRVG,tourism,http://www.wikidata.org/entity/Q265286
,Q144060,Nasdaq,CRAY,supercomputer,http://www.wikidata.org/entity/Q144060
,Q156376,Nasdaq,VMEO,online video platform,http://www.wikidata.org/entity/Q156376
,Q780442,New York Stock Exchange,UBER,information technology,http://www.wikidata.org/entity/Q780442
,Q81965,New York Stock Exchange,GM,automotive industry,http://www.wikidata.org/entity/Q81965
,Q217583,New York Stock Exchange,BRK.A,insurance,http://www.wikidata.org/entity/Q217583
,Q291171,New York Stock Exchange,AEG,insurance,http://www.wikidata.org/entity/Q291171
,Q452340,Nasdaq,HSNI,cable television,http://www.wikidata.org/entity/Q452340
,Q733482,Nasdaq,GPRO,photography,http://www.wikidata.org/entity/Q733482
,Q127074,New York Stock Exchange,ALB,chemical industry,http://www.wikidata.org/entity/Q127074
,Q469553,New York Stock Exchange,TKR,industrial manufacturing,http://www.wikidata.org/entity/Q469553
,Q470317,New York Stock Exchange,AME,industrial manufacturing,http://www.wikidata.org/entity/Q470317
,Q478214,Nasdaq,TSLA,automotive industry,http://www.wikidata.org/entity/Q478214
,Q479167,New York Stock Exchange,SCS,industrial manufacturing,http://www.wikidata.org/entity/Q479167
,Q489469,Nasdaq,MLHR,industrial manufacturing,http://www.wikidata.org/entity/Q489469
,Q105557,New York Stock Exchange,ERJ,weapons industry,http://www.wikidata.org/entity/Q105557
,Q585861,Nasdaq,,information system,http://www.wikidata.org/entity/Q585861
,Q643626,New York Stock Exchange,DLPH,automotive industry,http://www.wikidata.org/entity/Q643626
,Q66048,New York Stock Exchange,DB,financial services,http://www.wikidata.org/entity/Q66048
,Q106158,New York Stock Exchange,,financial services,http://www.wikidata.org/entity/Q106158
,Q166621,New York Stock Exchange,MFG,financial services,http://www.wikidata.org/entity/Q166621
,Q319344,New York Stock Exchange,ANF,retail,http://www.wikidata.org/entity/Q319344
,Q285161,Nasdaq,IRBT,robotics,http://www.wikidata.org/entity/Q285161
,Q715583,Nasdaq,COST,retail,http://www.wikidata.org/entity/Q715583
,Q768231,Nasdaq,ESRX,retail,http://www.wikidata.org/entity/Q768231
,Q784804,New York Stock Exchange,AN,retail,http://www.wikidata.org/entity/Q784804
,Q785943,Nasdaq,SPLS,retail,http://www.wikidata.org/entity/Q785943
,Q794565,New York Stock Exchange,ARO,retail,http://www.wikidata.org/entity/Q794565
,Q813782,Nasdaq,BBBY,retail,http://www.wikidata.org/entity/Q813782
,Q288129,New York Stock Exchange,ACCO,industrial manufacturing,http://www.wikidata.org/entity/Q288129
,Q292292,New York Stock Exchange,AGCO,industrial manufacturing,http://www.wikidata.org/entity/Q292292
,Q135281,New York Stock Exchange,ALEX,conglomerate,http://www.wikidata.org/entity/Q135281
,Q486269,New York Stock Exchange,KODK,chemical industry,http://www.wikidata.org/entity/Q486269
,Q705392,Nasdaq,STX,computer storage media,http://www.wikidata.org/entity/Q705392
,Q738770,Nasdaq,WDC,computer storage media,http://www.wikidata.org/entity/Q738770
,Q157062,New York Stock Exchange,UL,food industry,http://www.wikidata.org/entity/Q157062
,Q158205,New York Stock Exchange,SNY,pharmaceutical industry,http://www.wikidata.org/entity/Q158205
,Q625708,New York Stock Exchange,ARMK,food service,http://www.wikidata.org/entity/Q625708
,Q654762,New York Stock Exchange,BID,auction,http://www.wikidata.org/entity/Q654762
,Q240333,Nasdaq,,integrated circuit,http://www.wikidata.org/entity/Q240333
,Q119991,New York Stock Exchange,APA,petroleum industry,http://www.wikidata.org/entity/Q119991
,Q152057,New York Stock Exchange,BP,petroleum industry,http://www.wikidata.org/entity/Q152057
,Q154037,New York Stock Exchange,TTE,petroleum industry,http://www.wikidata.org/entity/Q154037
,Q154950,New York Stock Exchange,RDS.B,petroleum industry,http://www.wikidata.org/entity/Q154950
,Q156238,New York Stock Exchange,XOM,petroleum industry,http://www.wikidata.org/entity/Q156238
,Q94933,Nasdaq,TTWO,video game industry,http://www.wikidata.org/entity/Q94933
,Q173941,Nasdaq,EA,video game industry,http://www.wikidata.org/entity/Q173941
,Q820770,New York Stock Exchange,,petrochemistry,http://www.wikidata.org/entity/Q820770
,Q260833,Nasdaq,SNDK,flash memory,http://www.wikidata.org/entity/Q260833
,Q267313,Nasdaq,MCFE,antivirus software,http://www.wikidata.org/entity/Q267313
,Q162852,Nasdaq,SVMK,software as a service,http://www.wikidata.org/entity/Q162852
,Q582418,New York Stock Exchange,ITT,industrial manufacturing,http://www.wikidata.org/entity/Q582418
,Q620875,Nasdaq,GT,industrial manufacturing,http://www.wikidata.org/entity/Q620875
,Q687478,Nasdaq,,industrial manufacturing,http://www.wikidata.org/entity/Q687478
,Q705757,Nasdaq,,e-commerce,http://www.wikidata.org/entity/Q705757
,Q725634,New York Stock Exchange,ASH,industrial manufacturing,http://www.wikidata.org/entity/Q725634
,Q771865,New York Stock Exchange,SPB,industrial manufacturing,http://www.wikidata.org/entity/Q771865
,Q797609,New York Stock Exchange,BW,industrial manufacturing,http://www.wikidata.org/entity/Q797609
,Q645525,Nasdaq,SPWR,photovoltaics,http://www.wikidata.org/entity/Q645525
,Q689446,New York Stock Exchange,AWI,building material,http://www.wikidata.org/entity/Q689446
,Q128896,Nasdaq,AMD,electrical industry,http://www.wikidata.org/entity/Q128896
,Q128896,New York Stock Exchange,AMD,electrical industry,http://www.wikidata.org/entity/Q128896
,Q170416,New York Stock Exchange,PHG,electrical industry,http://www.wikidata.org/entity/Q170416
,Q669977,Nasdaq,,chemical industry,http://www.wikidata.org/entity/Q669977
,Q682759,Nasdaq,LIN,chemical industry,http://www.wikidata.org/entity/Q682759
,Q682759,New York Stock Exchange,LIN,chemical industry,http://www.wikidata.org/entity/Q682759
,Q294721,New York Stock Exchange,AMC,entertainment,http://www.wikidata.org/entity/Q294721
,Q247489,New York Stock Exchange,MRK,pharmaceutical industry,http://www.wikidata.org/entity/Q247489
,Q266423,New York Stock Exchange,BMY,pharmaceutical industry,http://www.wikidata.org/entity/Q266423
,Q305473,New York Stock Exchange,IQV,pharmaceutical industry,http://www.wikidata.org/entity/Q305473
,Q333718,New York Stock Exchange,JNJ,pharmaceutical industry,http://www.wikidata.org/entity/Q333718
,Q717093,Nasdaq,ITOCY,trade,http://www.wikidata.org/entity/Q717093
,Q173476,New York Stock Exchange,CMI,manufacture of machinery and equipment,http://www.wikidata.org/entity/Q173476
,Q690604,Nasdaq,TASR,weapons industry,http://www.wikidata.org/entity/Q690604
,Q731938,New York Stock Exchange,AZN,pharmaceutical industry,http://www.wikidata.org/entity/Q731938
,Q811857,New York Stock Exchange,BLCO,pharmaceutical industry,http://www.wikidata.org/entity/Q811857
,Q818846,New York Stock Exchange,NVO,pharmaceutical industry,http://www.wikidata.org/entity/Q818846
,Q477993,Nasdaq,IHRT,music industry,http://www.wikidata.org/entity/Q477993
,Q493712,Nasdaq,DCGN,biopharmaceutical,http://www.wikidata.org/entity/Q493712
,Q159433,New York Stock Exchange,MMM,occupational safety,http://www.wikidata.org/entity/Q159433
,Q451476,New York Stock Exchange,BNS,economics of banking,http://www.wikidata.org/entity/Q451476
,Q463090,Nasdaq,SWHC,weapons industry,http://www.wikidata.org/entity/Q463090
,Q492747,New York Stock Exchange,DOLE,agribusiness,http://www.wikidata.org/entity/Q492747
,Q632240,New York Stock Exchange,LLY,pharmaceutical industry,http://www.wikidata.org/entity/Q632240
,Q663596,Nasdaq,GILD,pharmaceutical industry,http://www.wikidata.org/entity/Q663596
,Q684825,New York Stock Exchange,ALC,pharmaceutical industry,http://www.wikidata.org/entity/Q684825
,Q470156,New York Stock Exchange,ABC,pharmaceutical industry,http://www.wikidata.org/entity/Q470156
,Q470517,Nasdaq,AMGN,pharmaceutical industry,http://www.wikidata.org/entity/Q470517
,Q482044,Nasdaq,,pharmaceutical industry,http://www.wikidata.org/entity/Q482044
,Q152433,New York Stock Exchange,XRX,computer industry,http://www.wikidata.org/entity/Q152433
,Q464092,New York Stock Exchange,AEP,electricity generation,http://www.wikidata.org/entity/Q464092
,Q122141,Nasdaq,VOD,telecommunications,http://www.wikidata.org/entity/Q122141
,Q122141,New York Stock Exchange,,telecommunications,http://www.wikidata.org/entity/Q122141
,Q144617,New York Stock Exchange,TI,telecommunications,http://www.wikidata.org/entity/Q144617
,Q154387,Nasdaq,IRDM,telecommunications,http://www.wikidata.org/entity/Q154387
,Q165684,New York Stock Exchange,RCI,telecommunications,http://www.wikidata.org/entity/Q165684
,Q165858,New York Stock Exchange,TU,telecommunications,http://www.wikidata.org/entity/Q165858
,Q173395,Nasdaq,CSCO,telecommunications,http://www.wikidata.org/entity/Q173395
,Q689475,Nasdaq,LAUR,educational system,http://www.wikidata.org/entity/Q689475
,Q736091,Nasdaq,AZPN,software development,http://www.wikidata.org/entity/Q736091
,Q787324,Nasdaq,BEAS,software development,http://www.wikidata.org/entity/Q787324
,Q445007,New York Stock Exchange,MO,food industry,http://www.wikidata.org/entity/Q445007
,Q590897,New York Stock Exchange,ICA,construction,http://www.wikidata.org/entity/Q590897
,Q653581,New York Stock Exchange,FLR,construction,http://www.wikidata.org/entity/Q653581
,Q662095,New York Stock Exchange,EIX,electricity generation,http://www.wikidata.org/entity/Q662095
,Q629998,New York Stock Exchange,GIS,food industry,http://www.wikidata.org/entity/Q629998
,Q645072,New York Stock Exchange,DF,food industry,http://www.wikidata.org/entity/Q645072
,Q293796,New York Stock Exchange,AIV,real estate investment trust,http://www.wikidata.org/entity/Q293796
,Q174769,Nasdaq,UAL,air transport,http://www.wikidata.org/entity/Q174769
,Q327751,Nasdaq,KRFT,food industry,http://www.wikidata.org/entity/Q327751
,Q334800,New York Stock Exchange,PEP,food industry,http://www.wikidata.org/entity/Q334800
,Q735261,New York Stock Exchange,RY,financial services,http://www.wikidata.org/entity/Q735261
,Q739084,New York Stock Exchange,USB,financial services,http://www.wikidata.org/entity/Q739084
,Q744149,New York Stock Exchange,WFC,financial services,http://www.wikidata.org/entity/Q744149
,Q744683,New York Stock Exchange,BEN,financial services,http://www.wikidata.org/entity/Q744683
,Q795486,New York Stock Exchange,TFC,financial services,http://www.wikidata.org/entity/Q795486
,Q798819,Nasdaq,HBAN,financial services,http://www.wikidata.org/entity/Q798819
,Q806181,New York Stock Exchange,BBD,financial services,http://www.wikidata.org/entity/Q806181
,Q806189,New York Stock Exchange,BBVA,financial services,http://www.wikidata.org/entity/Q806189
,Q806206,New York Stock Exchange,CIB,financial services,http://www.wikidata.org/entity/Q806206
,Q806215,New York Stock Exchange,SAN,financial services,http://www.wikidata.org/entity/Q806215
,Q806689,New York Stock Exchange,BIRG,financial services,http://www.wikidata.org/entity/Q806689
,Q806693,New York Stock Exchange,BMO,financial services,http://www.wikidata.org/entity/Q806693
,Q677488,New York Stock Exchange,ELV,health insurance,http://www.wikidata.org/entity/Q677488
,Q329953,New York Stock Exchange,NOC,weapons industry,http://www.wikidata.org/entity/Q329953
,Q286214,Nasdaq,AAON,central heating,http://www.wikidata.org/entity/Q286214
,Q492058,Nasdaq,XMSR,radio broadcasting,http://www.wikidata.org/entity/Q492058
,Q282997,Nasdaq,FOXF,automotive industry,http://www.wikidata.org/entity/Q282997
,Q291508,New York Stock Exchange,AES,electricity generation,http://www.wikidata.org/entity/Q291508
,Q221062,New York Stock Exchange,DD,chemical industry,http://www.wikidata.org/entity/Q221062
,Q456563,Nasdaq,AMBC,financial services,http://www.wikidata.org/entity/Q456563
,Q456563,New York Stock Exchange,AMBC,financial services,http://www.wikidata.org/entity/Q456563
,Q487907,New York Stock Exchange,BAC,financial services,http://www.wikidata.org/entity/Q487907
,Q489921,New York Stock Exchange,MA,financial services,http://www.wikidata.org/entity/Q489921
,Q491325,New York Stock Exchange,SHG,financial services,http://www.wikidata.org/entity/Q491325
,Q458363,New York Stock Exchange,MPC,petroleum industry,http://www.wikidata.org/entity/Q458363
,Q483637,New York Stock Exchange,APC,petroleum industry,http://www.wikidata.org/entity/Q483637
,Q80978,New York Stock Exchange,HWP,software industry,http://www.wikidata.org/entity/Q80978
,Q174198,New York Stock Exchange,IT,market research,http://www.wikidata.org/entity/Q174198
,Q214763,New York Stock Exchange,COP,petroleum industry,http://www.wikidata.org/entity/Q214763
,Q256598,Nasdaq,RRMS,petroleum industry,http://www.wikidata.org/entity/Q256598
,Q256598,New York Stock Exchange,SEMG,petroleum industry,http://www.wikidata.org/entity/Q256598
,Q319642,New York Stock Exchange,CVX,petroleum industry,http://www.wikidata.org/entity/Q319642
,Q219635,New York Stock Exchange,BLK,asset management,http://www.wikidata.org/entity/Q219635
,Q223407,Nasdaq,NOVL,software industry,http://www.wikidata.org/entity/Q223407
,Q143616,New York Stock Exchange,UMC,semiconductor industry,http://www.wikidata.org/entity/Q143616
,Q245343,New York Stock Exchange,BCS,economics of banking,http://www.wikidata.org/entity/Q245343
,Q328840,New York Stock Exchange,V,financial services,http://www.wikidata.org/entity/Q328840
,Q334204,New York Stock Exchange,MS,financial services,http://www.wikidata.org/entity/Q334204
,Q628051,Nasdaq,ADSK,software development,http://www.wikidata.org/entity/Q628051
,Q632694,New York Stock Exchange,ADM,food processing,http://www.wikidata.org/entity/Q632694
,Q764321,New York Stock Exchange,OBE,petroleum industry,http://www.wikidata.org/entity/Q764321
,Q804353,New York Stock Exchange,BHGE,petroleum industry,http://www.wikidata.org/entity/Q804353
,Q304509,New York Stock Exchange,,music industry,http://www.wikidata.org/entity/Q304509
,Q485593,New York Stock Exchange,RHT,software industry,http://www.wikidata.org/entity/Q485593
,Q489080,Nasdaq,ADP,software industry,http://www.wikidata.org/entity/Q489080
,Q589288,New York Stock Exchange,BK,economics of banking,http://www.wikidata.org/entity/Q589288
,Q631047,New York Stock Exchange,HDB,economics of banking,http://www.wikidata.org/entity/Q631047
,Q666694,New York Stock Exchange,CM,economics of banking,http://www.wikidata.org/entity/Q666694
,Q685641,New York Stock Exchange,,data center,http://www.wikidata.org/entity/Q685641
,Q688687,New York Stock Exchange,ECA,petroleum industry,http://www.wikidata.org/entity/Q688687
,Q80635,New York Stock Exchange,ARG,industrial gas,http://www.wikidata.org/entity/Q80635
,Q135325,New York Stock Exchange,AA,aluminium industry,http://www.wikidata.org/entity/Q135325
,Q72539,New York Stock Exchange,X,iron and steel industry,http://www.wikidata.org/entity/Q72539
,Q484143,Nasdaq,GRVY,video game industry,http://www.wikidata.org/entity/Q484143
,Q283457,New York Stock Exchange,SSP,broadcast television system,http://www.wikidata.org/entity/Q283457
,Q324603,Nasdaq,CPQ,computer industry,http://www.wikidata.org/entity/Q324603
,Q675585,New York Stock Exchange,MCO,financial services,http://www.wikidata.org/entity/Q675585
,Q689791,Nasdaq,,facility management,http://www.wikidata.org/entity/Q689791
,Q116319,Nasdaq,RKLB,aerospace industry,http://www.wikidata.org/entity/Q116319
,Q156644,New York Stock Exchange,RTN,aerospace industry,http://www.wikidata.org/entity/Q156644
,Q261288,New York Stock Exchange,DLB,audio signal processing,http://www.wikidata.org/entity/Q261288
,Q500088,Nasdaq,DWA,film production,http://www.wikidata.org/entity/Q500088
,Q303341,New York Stock Exchange,WYN,hospitality industry,http://www.wikidata.org/entity/Q303341
,Q486737,New York Stock Exchange,KEP,electricity supply company,http://www.wikidata.org/entity/Q486737
,Q501476,Nasdaq,HAS,game industry,http://www.wikidata.org/entity/Q501476
,Q619121,Nasdaq,AINV,asset management,http://www.wikidata.org/entity/Q619121
,Q619121,New York Stock Exchange,APO,asset management,http://www.wikidata.org/entity/Q619121
,Q637440,New York Stock Exchange,LAZ,asset management,http://www.wikidata.org/entity/Q637440
,Q739518,New York Stock Exchange,AON,professional service,http://www.wikidata.org/entity/Q739518
,Q821293,New York Stock Exchange,RIO,mining industry,http://www.wikidata.org/entity/Q821293
,Q731912,New York Stock Exchange,CARR,"heating, ventilation, and air conditioning",http://www.wikidata.org/entity/Q731912
,Q742196,New York Stock Exchange,DRI,system catering,http://www.wikidata.org/entity/Q742196
,Q706094,New York Stock Exchange,SWK,bricolage,http://www.wikidata.org/entity/Q706094
,Q795454,New York Stock Exchange,BKS,bookselling,http://www.wikidata.org/entity/Q795454
,Q481472,New York Stock Exchange,SPP,pulp and paper industry,http://www.wikidata.org/entity/Q481472
,Q810773,New York Stock Exchange,BBWI,final good,http://www.wikidata.org/entity/Q810773
,Q127962,New York Stock Exchange,LEVI,clothing industry,http://www.wikidata.org/entity/Q127962
,Q128738,New York Stock Exchange,BUD,brewing industry,http://www.wikidata.org/entity/Q128738
,Q642106,New York Stock Exchange,TS,mining industry,http://www.wikidata.org/entity/Q642106
,Q851641,Nasdaq,EQIX,Internet,http://www.wikidata.org/entity/Q851641
,Q140676,Nasdaq,REDF,online service,http://www.wikidata.org/entity/Q140676
,Q297879,Nasdaq,ASML,semiconductor industry,http://www.wikidata.org/entity/Q297879
,Q464767,New York Stock Exchange,AM,greeting card,http://www.wikidata.org/entity/Q464767
,Q151135,New York Stock Exchange,YOKU,Internet industry,http://www.wikidata.org/entity/Q151135
,Q152695,New York Stock Exchange,AS,sporting goods industry,http://www.wikidata.org/entity/Q152695
,Q741707,New York Stock Exchange,WAB,transport industry,http://www.wikidata.org/entity/Q741707
,Q327646,New York Stock Exchange,ENE,energy industry,http://www.wikidata.org/entity/Q327646
,Q502132,New York Stock Exchange,LDOS,defense contractor,http://www.wikidata.org/entity/Q502132
,Q608776,Nasdaq,CDNS,software industry,http://www.wikidata.org/entity/Q608776
,Q642372,Nasdaq,CIMT,software industry,http://www.wikidata.org/entity/Q642372
,Q658789,New York Stock Exchange,GRMN,software industry,http://www.wikidata.org/entity/Q658789
,Q677085,Nasdaq,SYMC,software industry,http://www.wikidata.org/entity/Q677085
,Q787044,New York Stock Exchange,ALV,automotive supplier,http://www.wikidata.org/entity/Q787044
,Q161140,New York Stock Exchange,DEO,beverage industry,http://www.wikidata.org/entity/Q161140
,Q220485,Nasdaq,ZRAN,electronics industry,http://www.wikidata.org/entity/Q220485
,Q259011,New York Stock Exchange,MOT,electronics industry,http://www.wikidata.org/entity/Q259011
,Q245772,Nasdaq,ZNGA,video game industry,http://www.wikidata.org/entity/Q245772
,Q276345,Nasdaq,TIGO,telecommunications,http://www.wikidata.org/entity/Q276345
,Q283852,New York Stock Exchange,TKC,telecommunications,http://www.wikidata.org/entity/Q283852
,Q301965,New York Stock Exchange,S,telecommunications,http://www.wikidata.org/entity/Q301965
,Q322320,New York Stock Exchange,LVLT,telecommunications,http://www.wikidata.org/entity/Q322320
,Q846246,Nasdaq,NEON,telecommunications,http://www.wikidata.org/entity/Q846246
,Q899130,New York Stock Exchange,BTM,telecommunications,http://www.wikidata.org/entity/Q899130
,Q912413,New York Stock Exchange,FTE,telecommunications,http://www.wikidata.org/entity/Q912413
,Q784022,New York Stock Exchange,RENN,social networking service,http://www.wikidata.org/entity/Q784022
,Q462984,New York Stock Exchange,AEE,energy industry,http://www.wikidata.org/entity/Q462984
,Q496302,New York Stock Exchange,DE,manufacture of machinery and equipment,http://www.wikidata.org/entity/Q496302
,Q747489,Nasdaq,CYRX,electronics industry,http://www.wikidata.org/entity/Q747489
,Q761965,New York Stock Exchange,BAX,medical equipment,http://www.wikidata.org/entity/Q761965
,Q295774,Nasdaq,ANSS,software publishing,http://www.wikidata.org/entity/Q295774
,Q324616,New York Stock Exchange,INGM,"Wholesale of computers, computer peripheral equipment and software",http://www.wikidata.org/entity/Q324616
,Q729754,New York Stock Exchange,BLC,broadcasting,http://www.wikidata.org/entity/Q729754
,Q289761,Nasdaq,FDML,automotive supplier,http://www.wikidata.org/entity/Q289761
,Q499962,New York Stock Exchange,COUR,educational technology,http://www.wikidata.org/entity/Q499962
,Q238765,New York Stock Exchange,ATK,aerospace industry,http://www.wikidata.org/entity/Q238765
,Q717531,New York Stock Exchange,CHT,mobile phone industry,http://www.wikidata.org/entity/Q717531
,Q596139,Nasdaq,MAT,game industry,http://www.wikidata.org/entity/Q596139
,Q621532,Nasdaq,APPB,system catering,http://www.wikidata.org/entity/Q621532
,Q642271,New York Stock Exchange,CI,managed care,http://www.wikidata.org/entity/Q642271
,Q688725,New York Stock Exchange,TECK,coal industry,http://www.wikidata.org/entity/Q688725
,Q725793,New York Stock Exchange,CNP,rail transport,http://www.wikidata.org/entity/Q725793
,Q677464,New York Stock Exchange,D,energy industry,http://www.wikidata.org/entity/Q677464
,Q726654,New York Stock Exchange,GLT,pulp and paper industry,http://www.wikidata.org/entity/Q726654
,Q778126,New York Stock Exchange,I,telecommunications,http://www.wikidata.org/entity/Q778126
,Q791285,New York Stock Exchange,AVP,cosmetics industry,http://www.wikidata.org/entity/Q791285
,Q464996,New York Stock Exchange,NT,telecommunications,http://www.wikidata.org/entity/Q464996
,Q467752,Nasdaq,VZ,telecommunications,http://www.wikidata.org/entity/Q467752
,Q467752,New York Stock Exchange,VZ,telecommunications,http://www.wikidata.org/entity/Q467752
,Q482267,Nasdaq,AMOV,telecommunications,http://www.wikidata.org/entity/Q482267
,Q482267,New York Stock Exchange,AMX,telecommunications,http://www.wikidata.org/entity/Q482267
,Q485908,New York Stock Exchange,KT,telecommunications,http://www.wikidata.org/entity/Q485908
,Q493145,New York Stock Exchange,SKM,telecommunications,http://www.wikidata.org/entity/Q493145
,Q713418,New York Stock Exchange,TSM,semiconductor industry,http://www.wikidata.org/entity/Q713418
,Q747207,Nasdaq,LSCC,semiconductor industry,http://www.wikidata.org/entity/Q747207
,Q757489,Nasdaq,ATML,semiconductor industry,http://www.wikidata.org/entity/Q757489
,Q790060,Nasdaq,AVGO,semiconductor industry,http://www.wikidata.org/entity/Q790060
,Q600624,Nasdaq,CA,enterprise software,http://www.wikidata.org/entity/Q600624
,Q741046,Nasdaq,PRGS,software industry,http://www.wikidata.org/entity/Q741046
,Q757307,Nasdaq,TEAM,software industry,http://www.wikidata.org/entity/Q757307
,Q818314,Nasdaq,BSY,software industry,http://www.wikidata.org/entity/Q818314
,Q823303,Nasdaq,,software industry,http://www.wikidata.org/entity/Q823303
,Q805383,New York Stock Exchange,BYI,gambling industry,http://www.wikidata.org/entity/Q805383
,Q461210,New York Stock Exchange,COL,aerospace industry,http://www.wikidata.org/entity/Q461210
,Q484930,Nasdaq,ADI,semiconductor industry,http://www.wikidata.org/entity/Q484930
,Q467238,New York Stock Exchange,AWK,public utility,http://www.wikidata.org/entity/Q467238
,Q483946,New York Stock Exchange,PKX,iron and steel industry,http://www.wikidata.org/entity/Q483946
,Q373740,Nasdaq,BBOX,technology,http://www.wikidata.org/entity/Q373740
,Q607131,New York Stock Exchange,MET,insurance industry,http://www.wikidata.org/entity/Q607131
,Q661845,New York Stock Exchange,STM,semiconductor industry,http://www.wikidata.org/entity/Q661845
,Q306764,New York Stock Exchange,ABT,medical technology industry,http://www.wikidata.org/entity/Q306764
,Q624798,New York Stock Exchange,CNI,rail freight transport,http://www.wikidata.org/entity/Q624798
,Q634815,New York Stock Exchange,MSI,telecommunications,http://www.wikidata.org/entity/Q634815
,Q644167,New York Stock Exchange,PHI,telecommunications,http://www.wikidata.org/entity/Q644167
,Q644289,New York Stock Exchange,ATUS,telecommunications,http://www.wikidata.org/entity/Q644289
